,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,remote_ratio,company_size,companyLocation,employeeResidence
408,2022,Mid-level,Full-time,Data Analyst,40000,GBP,52351,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
409,2022,Senior-level,Full-time,Data Scientist,180000,USD,180000,Fully remote,Medium,United States of America (the),United States of America (the)
410,2022,Mid-level,Full-time,Data Scientist,55000,GBP,71982,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
411,2022,Mid-level,Full-time,Data Scientist,35000,GBP,45807,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
412,2022,Mid-level,Full-time,Data Engineer,60000,EUR,65949,Fully remote,Medium,Greece,Greece
413,2022,Mid-level,Full-time,Data Engineer,45000,EUR,49461,Fully remote,Medium,Greece,Greece
414,2022,Mid-level,Full-time,Data Engineer,60000,GBP,78526,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
415,2022,Mid-level,Full-time,Data Engineer,45000,GBP,58894,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
416,2022,Senior-level,Full-time,Data Scientist,260000,USD,260000,Fully remote,Medium,United States of America (the),United States of America (the)
417,2022,Senior-level,Full-time,Data Science Engineer,60000,USD,60000,Fully remote,Large,Mexico,Argentina
418,2022,Mid-level,Full-time,Data Engineer,63900,USD,63900,No remote,Medium,United States of America (the),United States of America (the)
419,2022,Mid-level,Full-time,Machine Learning Scientist,160000,USD,160000,Fully remote,Large,United States of America (the),United States of America (the)
420,2022,Mid-level,Full-time,Machine Learning Scientist,112300,USD,112300,Fully remote,Large,United States of America (the),United States of America (the)
421,2022,Mid-level,Full-time,Data Science Manager,241000,USD,241000,Fully remote,Medium,United States of America (the),United States of America (the)
422,2022,Mid-level,Full-time,Data Science Manager,159000,USD,159000,Fully remote,Medium,United States of America (the),United States of America (the)
423,2022,Senior-level,Full-time,Data Scientist,180000,USD,180000,No remote,Medium,United States of America (the),United States of America (the)
424,2022,Senior-level,Full-time,Data Scientist,80000,USD,80000,No remote,Medium,United States of America (the),United States of America (the)
425,2022,Mid-level,Full-time,Data Engineer,82900,USD,82900,No remote,Medium,United States of America (the),United States of America (the)
426,2022,Senior-level,Full-time,Data Engineer,100800,USD,100800,Fully remote,Large,United States of America (the),United States of America (the)
427,2022,Mid-level,Full-time,Data Engineer,45000,EUR,49461,Fully remote,Medium,Spain,Spain
428,2022,Senior-level,Full-time,Data Scientist,140400,USD,140400,No remote,Large,United States of America (the),United States of America (the)
429,2022,Mid-level,Full-time,Data Analyst,30000,GBP,39263,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
430,2022,Mid-level,Full-time,Data Analyst,40000,EUR,43966,Fully remote,Medium,Spain,Spain
431,2022,Mid-level,Full-time,Data Analyst,30000,EUR,32974,Fully remote,Medium,Spain,Spain
432,2022,Mid-level,Full-time,Data Engineer,80000,EUR,87932,Fully remote,Medium,Spain,Spain
433,2022,Mid-level,Full-time,Data Engineer,70000,EUR,76940,Fully remote,Medium,Spain,Spain
434,2022,Mid-level,Full-time,Data Engineer,80000,GBP,104702,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
435,2022,Mid-level,Full-time,Data Engineer,70000,GBP,91614,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
436,2022,Mid-level,Full-time,Data Engineer,60000,EUR,65949,Fully remote,Medium,Spain,Spain
437,2022,Mid-level,Full-time,Data Engineer,80000,EUR,87932,Fully remote,Medium,Greece,Greece
438,2022,Senior-level,Full-time,Machine Learning Engineer,189650,USD,189650,No remote,Medium,United States of America (the),United States of America (the)
439,2022,Senior-level,Full-time,Machine Learning Engineer,164996,USD,164996,No remote,Medium,United States of America (the),United States of America (the)
440,2022,Mid-level,Full-time,Data Analyst,40000,EUR,43966,Fully remote,Medium,Greece,Greece
441,2022,Mid-level,Full-time,Data Analyst,30000,EUR,32974,Fully remote,Medium,Greece,Greece
442,2022,Mid-level,Full-time,Data Engineer,75000,GBP,98158,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
443,2022,Mid-level,Full-time,Data Engineer,60000,GBP,78526,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
444,2022,Senior-level,Full-time,Data Scientist,215300,USD,215300,No remote,Large,United States of America (the),United States of America (the)
445,2022,Mid-level,Full-time,Data Engineer,70000,EUR,76940,Fully remote,Medium,Greece,Greece
446,2022,Senior-level,Full-time,Data Engineer,209100,USD,209100,Fully remote,Large,United States of America (the),United States of America (the)
447,2022,Senior-level,Full-time,Data Engineer,154600,USD,154600,Fully remote,Large,United States of America (the),United States of America (the)
448,2022,Senior-level,Full-time,Data Engineer,180000,USD,180000,Fully remote,Medium,United States of America (the),United States of America (the)
449,2022,Entry-level,Full-time,ML Engineer,20000,EUR,21983,Fully remote,Large,Portugal,Portugal
450,2022,Senior-level,Full-time,Data Engineer,80000,USD,80000,Fully remote,Medium,United States of America (the),United States of America (the)
451,2022,Mid-level,Full-time,Machine Learning Developer,100000,CAD,78791,Fully remote,Medium,Canada,Canada
452,2022,Executive-level,Full-time,Director of Data Science,250000,CAD,196979,Partially remote,Large,Canada,Canada
453,2022,Mid-level,Full-time,Machine Learning Engineer,120000,USD,120000,Fully remote,Small,United States of America (the),United States of America (the)
454,2022,Entry-level,Full-time,Computer Vision Engineer,125000,USD,125000,No remote,Medium,United States of America (the),United States of America (the)
455,2022,Mid-level,Full-time,NLP Engineer,240000,CNY,37236,Partially remote,Large,United States of America (the),United States of America (the)
456,2022,Senior-level,Full-time,Data Engineer,105000,USD,105000,Fully remote,Medium,United States of America (the),United States of America (the)
457,2022,Senior-level,Full-time,Lead Machine Learning Engineer,80000,EUR,87932,No remote,Medium,Germany,Germany
458,2022,Mid-level,Full-time,Business Data Analyst,1400000,INR,18442,Fully remote,Medium,India,India
459,2022,Mid-level,Full-time,Data Scientist,2400000,INR,31615,Fully remote,Large,India,India
460,2022,Mid-level,Full-time,Machine Learning Infrastructure Engineer,53000,EUR,58255,Partially remote,Large,Portugal,Portugal
461,2022,Entry-level,Full-time,Financial Data Analyst,100000,USD,100000,Partially remote,Large,United States of America (the),United States of America (the)
462,2022,Mid-level,Part-time,Data Engineer,50000,EUR,54957,Partially remote,Large,Germany,Germany
463,2022,Entry-level,Full-time,Data Scientist,1400000,INR,18442,Fully remote,Medium,India,India
464,2022,Senior-level,Full-time,Principal Data Scientist,148000,EUR,162674,Fully remote,Medium,Germany,Germany
465,2022,Entry-level,Full-time,Data Engineer,120000,USD,120000,Fully remote,Medium,United States of America (the),United States of America (the)
466,2022,Senior-level,Full-time,Research Scientist,144000,USD,144000,Partially remote,Large,United States of America (the),United States of America (the)
467,2022,Senior-level,Full-time,Data Scientist,104890,USD,104890,Fully remote,Medium,United States of America (the),United States of America (the)
468,2022,Senior-level,Full-time,Data Engineer,100000,USD,100000,Fully remote,Medium,United States of America (the),United States of America (the)
469,2022,Senior-level,Full-time,Data Scientist,140000,USD,140000,Fully remote,Medium,United States of America (the),United States of America (the)
470,2022,Mid-level,Full-time,Data Analyst,135000,USD,135000,Fully remote,Medium,United States of America (the),United States of America (the)
471,2022,Mid-level,Full-time,Data Analyst,50000,USD,50000,Fully remote,Medium,United States of America (the),United States of America (the)
472,2022,Senior-level,Full-time,Data Scientist,220000,USD,220000,Fully remote,Medium,United States of America (the),United States of America (the)
473,2022,Senior-level,Full-time,Data Scientist,140000,USD,140000,Fully remote,Medium,United States of America (the),United States of America (the)
474,2022,Mid-level,Full-time,Data Scientist,140000,GBP,183228,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
475,2022,Mid-level,Full-time,Data Scientist,70000,GBP,91614,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
476,2022,Senior-level,Full-time,Data Scientist,185100,USD,185100,Fully remote,Medium,United States of America (the),United States of America (the)
477,2022,Senior-level,Full-time,Machine Learning Engineer,220000,USD,220000,Fully remote,Medium,United States of America (the),United States of America (the)
478,2022,Mid-level,Full-time,Data Scientist,200000,USD,200000,Fully remote,Medium,United States of America (the),United States of America (the)
479,2022,Mid-level,Full-time,Data Scientist,120000,USD,120000,Fully remote,Medium,United States of America (the),United States of America (the)
480,2022,Senior-level,Full-time,Machine Learning Engineer,120000,USD,120000,Fully remote,Small,United Arab Emirates (the),United Arab Emirates (the)
481,2022,Senior-level,Full-time,Machine Learning Engineer,65000,USD,65000,Fully remote,Small,United Arab Emirates (the),United Arab Emirates (the)
482,2022,Executive-level,Full-time,Data Engineer,324000,USD,324000,Fully remote,Medium,United States of America (the),United States of America (the)
483,2022,Executive-level,Full-time,Data Engineer,216000,USD,216000,Fully remote,Medium,United States of America (the),United States of America (the)
484,2022,Senior-level,Full-time,Data Engineer,210000,USD,210000,Fully remote,Medium,United States of America (the),United States of America (the)
485,2022,Senior-level,Full-time,Machine Learning Engineer,120000,USD,120000,Fully remote,Medium,United States of America (the),United States of America (the)
486,2022,Senior-level,Full-time,Data Scientist,230000,USD,230000,Fully remote,Medium,United States of America (the),United States of America (the)
487,2022,Entry-level,Part-time,Data Scientist,100000,USD,100000,Partially remote,Medium,Algeria,Algeria
488,2022,Mid-level,Freelance,Data Scientist,100000,USD,100000,Fully remote,Medium,United States of America (the),Canada
489,2022,Entry-level,Contract,Applied Machine Learning Scientist,29000,EUR,31875,Fully remote,Medium,Czechia,Tunisia
490,2022,Senior-level,Full-time,Head of Data,200000,USD,200000,Fully remote,Medium,United States of America (the),Malaysia
491,2022,Mid-level,Full-time,Principal Data Analyst,75000,USD,75000,Fully remote,Small,Canada,Canada
492,2022,Mid-level,Full-time,Data Scientist,150000,PLN,35590,Fully remote,Large,Poland,Poland
493,2022,Senior-level,Full-time,Machine Learning Developer,100000,CAD,78791,Fully remote,Medium,Canada,Canada
494,2022,Senior-level,Full-time,Data Scientist,100000,USD,100000,Fully remote,Medium,United States of America (the),Brazil
495,2022,Mid-level,Full-time,Machine Learning Scientist,153000,USD,153000,Partially remote,Medium,United States of America (the),United States of America (the)
496,2022,Entry-level,Full-time,Data Engineer,52800,EUR,58035,Fully remote,Medium,Germany,Pakistan
497,2022,Senior-level,Full-time,Data Scientist,165000,USD,165000,Fully remote,Medium,United States of America (the),United States of America (the)
498,2022,Senior-level,Full-time,Research Scientist,85000,EUR,93427,Partially remote,Large,France,France
499,2022,Entry-level,Full-time,Data Scientist,66500,CAD,52396,Fully remote,Large,Canada,Canada
500,2022,Senior-level,Full-time,Machine Learning Engineer,57000,EUR,62651,Fully remote,Large,Netherlands (the),Netherlands (the)
501,2022,Mid-level,Full-time,Head of Data,30000,EUR,32974,Fully remote,Small,Estonia,Estonia
502,2022,Entry-level,Full-time,Data Scientist,40000,USD,40000,Fully remote,Large,Malaysia,Japan
503,2022,Mid-level,Full-time,Machine Learning Engineer,121000,AUD,87425,Fully remote,Large,Australia,Australia
504,2022,Senior-level,Full-time,Data Engineer,115000,USD,115000,Fully remote,Medium,United States of America (the),United States of America (the)
505,2022,Entry-level,Full-time,Data Scientist,120000,AUD,86703,Partially remote,Medium,Australia,Australia
506,2022,Mid-level,Full-time,Applied Machine Learning Scientist,75000,USD,75000,Fully remote,Large,United States of America (the),Bolivia (Plurinational State of)
507,2022,Mid-level,Full-time,Research Scientist,59000,EUR,64849,No remote,Large,Austria,Austria
508,2022,Entry-level,Full-time,Research Scientist,120000,USD,120000,Fully remote,Large,United States of America (the),United States of America (the)
509,2022,Mid-level,Full-time,Applied Data Scientist,157000,USD,157000,Fully remote,Large,United States of America (the),United States of America (the)
510,2022,Entry-level,Full-time,Computer Vision Software Engineer,150000,USD,150000,Fully remote,Small,Australia,Australia
511,2022,Mid-level,Full-time,Business Data Analyst,90000,CAD,70912,Partially remote,Large,Canada,Canada
512,2022,Entry-level,Full-time,Data Engineer,65000,USD,65000,Fully remote,Small,United States of America (the),United States of America (the)
513,2022,Senior-level,Full-time,Machine Learning Engineer,65000,EUR,71444,Fully remote,Small,Ireland,Ireland
514,2022,Entry-level,Full-time,Data Analytics Engineer,20000,USD,20000,No remote,Medium,Pakistan,Pakistan
515,2022,Mid-level,Full-time,Data Scientist,48000,USD,48000,Fully remote,Small,United States of America (the),Russian Federation (the)
516,2022,Senior-level,Full-time,Data Science Manager,152500,USD,152500,Fully remote,Medium,United States of America (the),United States of America (the)
517,2022,Mid-level,Full-time,Data Engineer,62000,EUR,68147,Fully remote,Medium,France,France
518,2022,Mid-level,Full-time,Data Scientist,115000,CHF,122346,No remote,Large,Switzerland,Switzerland
519,2022,Senior-level,Full-time,Applied Data Scientist,380000,USD,380000,Fully remote,Large,United States of America (the),United States of America (the)
520,2022,Mid-level,Full-time,Data Scientist,88000,CAD,69336,Fully remote,Medium,Canada,Canada
521,2022,Entry-level,Full-time,Computer Vision Engineer,10000,USD,10000,Fully remote,Medium,Luxembourg,Portugal
522,2022,Mid-level,Full-time,Data Analyst,20000,USD,20000,Fully remote,Small,Greece,Greece
523,2022,Senior-level,Full-time,Data Analytics Lead,405000,USD,405000,Fully remote,Large,United States of America (the),United States of America (the)
524,2022,Mid-level,Full-time,Data Scientist,135000,USD,135000,Fully remote,Large,United States of America (the),United States of America (the)
525,2022,Senior-level,Full-time,Applied Data Scientist,177000,USD,177000,Fully remote,Large,United States of America (the),United States of America (the)
526,2022,Mid-level,Full-time,Data Scientist,78000,USD,78000,Fully remote,Medium,United States of America (the),United States of America (the)
527,2022,Senior-level,Full-time,Data Analyst,135000,USD,135000,Fully remote,Medium,United States of America (the),United States of America (the)
528,2022,Senior-level,Full-time,Data Analyst,100000,USD,100000,Fully remote,Medium,United States of America (the),United States of America (the)
529,2022,Senior-level,Full-time,Data Analyst,90320,USD,90320,Fully remote,Medium,United States of America (the),United States of America (the)
530,2022,Mid-level,Full-time,Data Analyst,85000,USD,85000,No remote,Medium,Canada,Canada
531,2022,Mid-level,Full-time,Data Analyst,75000,USD,75000,No remote,Medium,Canada,Canada
532,2022,Senior-level,Full-time,Machine Learning Engineer,214000,USD,214000,Fully remote,Medium,United States of America (the),United States of America (the)
533,2022,Senior-level,Full-time,Machine Learning Engineer,192600,USD,192600,Fully remote,Medium,United States of America (the),United States of America (the)
534,2022,Senior-level,Full-time,Data Architect,266400,USD,266400,Fully remote,Medium,United States of America (the),United States of America (the)
535,2022,Senior-level,Full-time,Data Architect,213120,USD,213120,Fully remote,Medium,United States of America (the),United States of America (the)
536,2022,Senior-level,Full-time,Data Analyst,112900,USD,112900,Fully remote,Medium,United States of America (the),United States of America (the)
537,2022,Senior-level,Full-time,Data Engineer,155000,USD,155000,Fully remote,Medium,United States of America (the),United States of America (the)
538,2022,Mid-level,Full-time,Data Scientist,141300,USD,141300,No remote,Medium,United States of America (the),United States of America (the)
539,2022,Mid-level,Full-time,Data Scientist,102100,USD,102100,No remote,Medium,United States of America (the),United States of America (the)
540,2022,Senior-level,Full-time,Data Analyst,115934,USD,115934,Fully remote,Medium,United States of America (the),United States of America (the)
541,2022,Senior-level,Full-time,Data Analyst,81666,USD,81666,Fully remote,Medium,United States of America (the),United States of America (the)
542,2022,Mid-level,Full-time,Data Engineer,206699,USD,206699,No remote,Medium,United States of America (the),United States of America (the)
543,2022,Mid-level,Full-time,Data Engineer,99100,USD,99100,No remote,Medium,United States of America (the),United States of America (the)
544,2022,Senior-level,Full-time,Data Engineer,130000,USD,130000,Fully remote,Medium,United States of America (the),United States of America (the)
545,2022,Senior-level,Full-time,Data Engineer,115000,USD,115000,Fully remote,Medium,United States of America (the),United States of America (the)
546,2022,Senior-level,Full-time,Data Engineer,110500,USD,110500,Fully remote,Medium,United States of America (the),United States of America (the)
547,2022,Senior-level,Full-time,Data Engineer,130000,USD,130000,Fully remote,Medium,United States of America (the),United States of America (the)
548,2022,Senior-level,Full-time,Data Analyst,99050,USD,99050,Fully remote,Medium,United States of America (the),United States of America (the)
549,2022,Senior-level,Full-time,Data Engineer,160000,USD,160000,Fully remote,Medium,United States of America (the),United States of America (the)
550,2022,Senior-level,Full-time,Data Scientist,205300,USD,205300,No remote,Large,United States of America (the),United States of America (the)
551,2022,Senior-level,Full-time,Data Scientist,140400,USD,140400,No remote,Large,United States of America (the),United States of America (the)
552,2022,Senior-level,Full-time,Data Scientist,176000,USD,176000,Fully remote,Medium,United States of America (the),United States of America (the)
553,2022,Senior-level,Full-time,Data Scientist,144000,USD,144000,Fully remote,Medium,United States of America (the),United States of America (the)
554,2022,Senior-level,Full-time,Data Engineer,200100,USD,200100,Fully remote,Medium,United States of America (the),United States of America (the)
555,2022,Senior-level,Full-time,Data Engineer,160000,USD,160000,Fully remote,Medium,United States of America (the),United States of America (the)
556,2022,Senior-level,Full-time,Data Engineer,145000,USD,145000,Fully remote,Medium,United States of America (the),United States of America (the)
557,2022,Senior-level,Full-time,Data Engineer,70500,USD,70500,No remote,Medium,United States of America (the),United States of America (the)
558,2022,Senior-level,Full-time,Data Scientist,205300,USD,205300,No remote,Medium,United States of America (the),United States of America (the)
559,2022,Senior-level,Full-time,Data Scientist,140400,USD,140400,No remote,Medium,United States of America (the),United States of America (the)
560,2022,Senior-level,Full-time,Analytics Engineer,205300,USD,205300,No remote,Medium,United States of America (the),United States of America (the)
561,2022,Senior-level,Full-time,Analytics Engineer,184700,USD,184700,No remote,Medium,United States of America (the),United States of America (the)
562,2022,Senior-level,Full-time,Data Engineer,175100,USD,175100,Fully remote,Medium,United States of America (the),United States of America (the)
563,2022,Senior-level,Full-time,Data Engineer,140250,USD,140250,Fully remote,Medium,United States of America (the),United States of America (the)
564,2022,Senior-level,Full-time,Data Analyst,116150,USD,116150,Fully remote,Medium,United States of America (the),United States of America (the)
565,2022,Senior-level,Full-time,Data Engineer,54000,USD,54000,No remote,Medium,United States of America (the),United States of America (the)
566,2022,Senior-level,Full-time,Data Analyst,170000,USD,170000,Fully remote,Medium,United States of America (the),United States of America (the)
567,2022,Mid-level,Full-time,Data Analyst,50000,GBP,65438,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
568,2022,Senior-level,Full-time,Data Analyst,80000,USD,80000,Fully remote,Medium,United States of America (the),United States of America (the)
569,2022,Senior-level,Full-time,Data Scientist,140000,USD,140000,Fully remote,Medium,United States of America (the),United States of America (the)
570,2022,Senior-level,Full-time,Data Scientist,210000,USD,210000,Fully remote,Medium,United States of America (the),United States of America (the)
571,2022,Senior-level,Full-time,Data Scientist,140000,USD,140000,Fully remote,Medium,United States of America (the),United States of America (the)
572,2022,Senior-level,Full-time,Data Analyst,100000,USD,100000,Fully remote,Medium,United States of America (the),United States of America (the)
573,2022,Senior-level,Full-time,Data Analyst,69000,USD,69000,Fully remote,Medium,United States of America (the),United States of America (the)
574,2022,Senior-level,Full-time,Data Scientist,210000,USD,210000,Fully remote,Medium,United States of America (the),United States of America (the)
575,2022,Senior-level,Full-time,Data Scientist,140000,USD,140000,Fully remote,Medium,United States of America (the),United States of America (the)
576,2022,Senior-level,Full-time,Data Scientist,210000,USD,210000,Fully remote,Medium,United States of America (the),United States of America (the)
577,2022,Senior-level,Full-time,Data Analyst,150075,USD,150075,Fully remote,Medium,United States of America (the),United States of America (the)
578,2022,Senior-level,Full-time,Data Engineer,100000,USD,100000,Fully remote,Medium,United States of America (the),United States of America (the)
579,2022,Senior-level,Full-time,Data Engineer,25000,USD,25000,Fully remote,Medium,United States of America (the),United States of America (the)
580,2022,Senior-level,Full-time,Data Analyst,126500,USD,126500,Fully remote,Medium,United States of America (the),United States of America (the)
581,2022,Senior-level,Full-time,Data Analyst,106260,USD,106260,Fully remote,Medium,United States of America (the),United States of America (the)
582,2022,Senior-level,Full-time,Data Engineer,220110,USD,220110,Fully remote,Medium,United States of America (the),United States of America (the)
583,2022,Senior-level,Full-time,Data Engineer,160080,USD,160080,Fully remote,Medium,United States of America (the),United States of America (the)
584,2022,Senior-level,Full-time,Data Analyst,105000,USD,105000,Fully remote,Medium,United States of America (the),United States of America (the)
585,2022,Senior-level,Full-time,Data Analyst,110925,USD,110925,Fully remote,Medium,United States of America (the),United States of America (the)
586,2022,Mid-level,Full-time,Data Analyst,35000,GBP,45807,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
587,2022,Senior-level,Full-time,Data Scientist,140000,USD,140000,Fully remote,Medium,United States of America (the),United States of America (the)
588,2022,Senior-level,Full-time,Data Analyst,99000,USD,99000,No remote,Medium,United States of America (the),United States of America (the)
589,2022,Senior-level,Full-time,Data Analyst,60000,USD,60000,Fully remote,Medium,United States of America (the),United States of America (the)
590,2022,Senior-level,Full-time,Data Architect,192564,USD,192564,Fully remote,Medium,United States of America (the),United States of America (the)
591,2022,Senior-level,Full-time,Data Architect,144854,USD,144854,Fully remote,Medium,United States of America (the),United States of America (the)
592,2022,Senior-level,Full-time,Data Scientist,230000,USD,230000,Fully remote,Medium,United States of America (the),United States of America (the)
593,2022,Senior-level,Full-time,Data Scientist,150000,USD,150000,Fully remote,Medium,United States of America (the),United States of America (the)
594,2022,Senior-level,Full-time,Data Analytics Manager,150260,USD,150260,Fully remote,Medium,United States of America (the),United States of America (the)
595,2022,Senior-level,Full-time,Data Analytics Manager,109280,USD,109280,Fully remote,Medium,United States of America (the),United States of America (the)
596,2022,Senior-level,Full-time,Data Scientist,210000,USD,210000,Fully remote,Medium,United States of America (the),United States of America (the)
597,2022,Senior-level,Full-time,Data Analyst,170000,USD,170000,Fully remote,Medium,United States of America (the),United States of America (the)
598,2022,Mid-level,Full-time,Data Scientist,160000,USD,160000,Fully remote,Medium,United States of America (the),United States of America (the)
599,2022,Mid-level,Full-time,Data Scientist,130000,USD,130000,Fully remote,Medium,United States of America (the),United States of America (the)
600,2022,Entry-level,Full-time,Data Analyst,67000,USD,67000,No remote,Medium,Canada,Canada
601,2022,Entry-level,Full-time,Data Analyst,52000,USD,52000,No remote,Medium,Canada,Canada
602,2022,Senior-level,Full-time,Data Engineer,154000,USD,154000,Fully remote,Medium,United States of America (the),United States of America (the)
603,2022,Senior-level,Full-time,Data Engineer,126000,USD,126000,Fully remote,Medium,United States of America (the),United States of America (the)
604,2022,Senior-level,Full-time,Data Analyst,129000,USD,129000,No remote,Medium,United States of America (the),United States of America (the)
605,2022,Senior-level,Full-time,Data Analyst,150000,USD,150000,Fully remote,Medium,United States of America (the),United States of America (the)
606,2022,Mid-level,Full-time,AI Scientist,200000,USD,200000,Fully remote,Large,United States of America (the),India
